policy_id,policy_name,category,subcategory,region_scope,age_min,age_max,employment_condition,housing_condition,income_condition_text,apply_start_date,apply_end_date,apply_status,source_org,source_url,summary,source_type
20250829005400211531,청년예술 창업특구 조성사업,취업,창업지원,기타,19,39,unknown,unknown,,2025-03-01,2025-12-31,closed,재단법인대구경북디자인진흥원,,"예술분야 예비 창업자 창업지원, 정착기반 마련 ㅇ (목적) 청년층의 지역 유입과 정착 기반 마련 ㅇ (기간) 2025. 2 ~ 12 * 2025년도 사업대상자 5명 선정완료 사업 시행중 ㅇ (대상) 예술분야 예비 창업자 19 ~ 39세 청년(개인 or 팀) ㅇ (주요내용) 참여자(개인, 팀)당 최대 25백만원까지 지원 보조금 청년예술 창업특구 조성사업",api
20250822005400211521,신월지역 청년점포 및 청년기업 육성사업 참여자 추가모집 공고,취업,창업지원,서울,19,39,job_seeking,unknown,,,,always,양천구,https://www.yangcheon.go.kr/site/yangcheon/ex/seol/seolContentDeailView.do?not_ancmt_mgt_no=44446,"청년 실업 해소와 지역상권 활성화를 위한 창업지원 정책으로, 창업을 준비하는 청년의 초기 창업비용 일부 지원 ※ 자부담금 필수 - 임차료 지원 : 협약체결일로부터 1년 동안 월 임차료의 50% 범위 안에서 최대 100만원 - 홍보비 지원 : 홍보 비용의 50% 범위 안에서 신규창업자 최대 50만원, 초기창업자 최대 100만원 - 리모델링비 지원 : 신규창업자에 한해 지원하며, 리모델링 비용의 50% 범위 안에서 최대 1,000만원 - 창업 기본교육(창업절차, 상권분석 등) 및 안정적인 정착을 위한 컨설팅 기회 제공 보조금 신월지역 ",api
20250806005400211515,청년 일자리사업 참여청년 모집,취업,취업지원,서울,19,39,unknown,unknown,,2025-09-01,2025-12-31,closed,은평구,https://www.ep.go.kr/www/selectEminwonView.do?pageUnit=10&pageIndex=1&searchCnd=all&key=748&notAncmtMgtNo=46711&notAncmtSeCode=02,"지역기반 기업에서 일경험과 경력 형성을 지원하기 위하여 청년 일자리 사업 참여 청년 모집 1일 8시간, 주5일 근무 / 월 2,461,820원(2025. 은평구 생활임금 적용) 인턴,장기미취업청년 청년 일자리사업 참여청년 모집",api
20250729005400211505,대학일자리센터 지원,취업,창업지원,all,0,0,unknown,unknown,,2025-01-01,2025-12-31,closed,경기도,,"도내 대학일자리플러센터 22개소를 통해 대학 내 취 ·창업 지원, 진로지도, 취업서비스 등 제공 (고용노동부 사업) 대학이 사업 계획에 따라 자체적으로 또는 민간전문기관과의 협업을 통해 운영하는 프로그램을 지원 장기미취업청년,교육지원 대학일자리센터 지원",api
20250729005400211499,청년 창업점포(청년식당) 신규 입점 청년 모집,취업,창업지원,서울,19,39,unknown,unknown,,,,always,돌봄복지국,https://www.ep.go.kr/www/selectEminwonView.do?pageUnit=10&pageIndex=1&searchCnd=notAncmtSj&searchKrwd=%EC%A0%90%ED%8F%AC&key=754&notAncmtMgtNo=46597&notAncmtSeCode=01,"청년 창업자의 도전을 장려하여 청년사업가를 육성하고 일자리 창출 및 지역경제 활성화를 위한 청년 창업점포 입점 청년 모집 보증금(100%), 임차료(50%), 인테리어 비용 일부, 맞춤형 컨설팅 등 보조금 청년 창업점포(청년식당) 신규 입점 청년 모집",api
20250717005400211361,네오플 제주아카데미 운영,취업,취업지원,기타,0,0,unknown,unknown,,2025-05-30,2026-06-30,open,(재)제주테크노파크,,취업과 연계한 실무〮현장 중심의 인재양성 프로그램 운영 취업과 연계한 실무〮현장 중심의 인재양성 프로그램 운영 교육지원 네오플 제주아카데미 운영,api
20250715005400211286,공공기관 청년고용의무제 운영,취업,취업지원,기타,19,34,unknown,unknown,,2025-01-01,2025-12-31,closed,충청남도개발공사,https://www.cndc.kr/index.do,"지방공기업 청년고용의무제를 실시, 사장경영성과계약 이행실적 평가 시 평가하여 고용의무제 100% 달성 노력 지방공기업 정원의 100분의3 이상씩 청년 미취업자 고용 장기미취업청년 공공기관 청년고용의무제 운영",api
20250715005400211285,지방공기업 체험형 청년인턴 제도 운영,취업,취업지원,기타,19,34,unknown,unknown,,2025-01-01,2025-12-31,closed,충청남도개발공사,https://www.cndc.kr/index.do,청년 대상 일자리 경험 제공 및 취업역량 강화 체혐형 청년인턴 제도 운영 (고용기간 4개월) 인턴 지방공기업 체험형 청년인턴 제도 운영,api
20250714005400111227,산림산업 창업지원_청년 임팩트 창업 아이디어 챌린지,취업,창업지원,all,19,39,unknown,unknown,,2025-07-15,2025-10-28,closed,한국임업진흥원,http://url.kr/gptlpa,"산림자원을 활용한 문제해결형 창업 아이디어를 발굴하고, 청년들에게 실질적인 창업 경험 기회를 제공 ㅇ 공모전명 : 2025 청년 林팩트 창업 아이디어 챌린지 ㅇ 주요내용 : 산림자원을 활용한 산촌문제 해결 아이디어를 발굴하고, 팀 매칭 아이디어 고도화·파일럿 활동을 통해 창업활동 경험 지원 ㅇ 일 정 : 2025.7.15.(화) ~ 10.28(화) / [참가신청: 7.15.(화)~8.5.(화)] ㅇ 공모대상 : 산림분야 창업에 관심있는 청년 * 공고일(2025.7.15.)기준 만19~39세 ㅇ 시상내역 : 산림청장상, 한국임업진흥원",api
20250714005400211226,지역특성화산업 전문인력양성사업,취업,취업지원,기타,0,0,unknown,unknown,,2025-03-01,2026-02-28,closed,(재)전북테크노파크,,"현장중심의 융복합 산업인력 확보 및 기업수요에 맞는 전문인력 양성 대학과 기업 간에 체결한 채용협약을 근거로 하여 기업 맞춤형 교육 과정을 개설·운영하고, 수료 시 해당 기업에 취업을 보장하는 새로운 형식의 산·학 협력 플랫폼 구축 교육지원 지역특성화산업 전문인력양성사업",api
20250711005400211182,청년 귀환 채널구축 사업(고향올래),취업,주거지원,기타,19,39,unknown,unknown,,2025-01-01,2025-12-31,closed,(재)대구테크노파크,https://dgtp.or.kr/dgtp.do,"타지역 청년을 대상으로 대구 귀환 희망 청년을 발굴하여, 대구에서 정착할 수 있도록 귀환 경로별 지원 및 주거·창업공간 제공 ○ 대구 청년 정책 홍보 및 타지역 청년 유입 경로별 활동 프로그램 운영 - 온라인 홍보 플랫폼 운영 및 오프라인 홍보 사업설명회 개최 - 대구 한달살기, 유입 경로별(로컬벤처창업·취업·프리랜서) 지원 프로그램 운영 · (로컬벤처)창업교육, 시제품 개발비, 사업화자금 등 지원(3기/60명) · (취 업)대구 기업 채용박람회 참여실비 지원(100명), 대구 기업견학(20명) · (프리랜서) 지역기업 매칭 및 프",api
20250710005400211180,글로벌 이노베이터 페스타 사업 지원,취업,창업지원,기타,0,0,unknown,unknown,,2025-01-01,2025-12-31,closed,재단법인대구창조경제혁신센터,https://startup.daegu.go.kr/index.do?menu_id=00002552&menu_link=/front/project/projectFrontDetail.do?project_id=PROJECT_00004343,"5대 미래 신산업(ABB, 반도체, 로봇, 모빌리티, 헬스케어) 분야 글로벌 진출에 도전하는 유망 창업기업을 발굴하기 위한 ‘창업경진대회’를 개최하고자 함 ❍ 대 회 명 : 「2025 글로벌 창업 아이디어 경진대회」 ❍ 기 간 : ’25. 6월 ~ 10월 ❍ 공모분야 : 5대 미래 신산업 분야 글로벌 수준의 혁신형 사업화 아이디어 ❍ 참가대상 : 예비창업자 및 창업 후 7년 이내 창업기업 ❍ 공모부문 : 2개 부문(예비창업자/스타트업) ❍ 시상규모 : 총 10팀(부문별 5팀)/총상금 50,000천원 - 예비창업자 리그 : 대상 1(",api
20250704005400111154,마을기업 육성사업,취업,취업지원,기타,0,0,unknown,unknown,,2025-07-04,2030-12-04,open,행정안전부,https://www.mois.go.kr/frt/sub/a06/b06/village/screen.do,"지역주민이 각종 지역자원을 활용한 수익사업을 통해 소득 및 일자리를 창출 등 지역문제를 해결 마을기업 직접지원(1~3차) 및 기획전, 품평회 등 간접지원 보조금 마을기업 육성사업",api
20250625005400111136,해외산림청년인재 육성,취업,취업지원,기타,19,34,employed,unknown,,2025-01-16,2025-12-11,closed,해외자원담당관,https://ofiis.kofpi.or.kr/overseasForest_intern.do,"산림분야 해외 근무지 파견을 통한 글로벌 인재 육성 o 해외산림청년인재 파견 지원 - 체재비, 항공료, 파견준비비 등 o 해외산림청년인재 역량강화 - 안전교육, 어학교육, 전공교육, 현장학습 등 인턴,해외진출 해외산림청년인재 육성",api
20250625005400111135,청년 직장 성폭력 근절,취업,교육훈련,기타,0,0,unknown,unknown,,,,always,폭력예방교육과,https://shp.mogef.go.kr/shp/front/anony/suport/anonySuportPreventionEdu.do?menuNo=84010100,"교육기회, 접근성 부족 청년 등 대상 찾아가는 폭력예방교육 실시 (목적) 교육 기회 및 접근성 부족 청년 등 대상 찾아가는 폭력예방교육 실시를 통한 직장 내 성폭력 예방 인식 확산 지원 (주요내용) 소규모 사업장 소속 사회초년생, 취업 준비 청년 등 교육 기회 및 접근성 부족 청년 대상 찾아가는 폭력예방교육 실시 교육지원 청년 직장 성폭력 근절",api
20250624005400111131,창조경제혁신센터 멘토링 프로그램 운영,취업,창업지원,all,0,0,unknown,unknown,,,,always,중소벤처기업부,https://ccei.creativekorea.or.kr/,창조경제혁신센터를 통해 분야별 전문가 멘토링 및 창업상담 제공 창조경제혁신센터를 통해 분야별 전문가 멘토링 및 창업상담 제공 벤처 창조경제혁신센터 멘토링 프로그램 운영,api
20250624005400111130,청년창업기업 보증,취업,창업지원,all,17,39,unknown,unknown,,,,always,중소벤처기업부,https://www.kibo.or.kr/dbranch/index.do,"청년창업기업 맞춤형 보증지원 청년창업기업에 대한 보증료 감면, 보증비율 상향, 산정특례 등 벤처,대출 청년창업기업 보증",api
20250624005400111129,청년전용창업자금,취업,창업지원,all,0,39,unknown,unknown,,,,always,중소벤처기업부,https://digital.kosmes.or.kr/dh/map/main.do,"청년창업기업 성장을 위한 자금 지원 신용 및 담보력이 부족한 청년 창업가를 대상으로 원부자재 구임, 인건비, 시설자금 등 융자 지원 벤처,중소기업 청년전용창업자금",api
20250624005400111128,제조창업활성화(메이커스페이스 지원),취업,창업지원,all,0,0,unknown,unknown,,,,always,중소벤처기업부,https://ccei.creativekorea.or.kr/,"메이커 저변확대 및 제조창업 촉진을 위한 사업비 지원 메이커 스페이스 공간 및 시제품 제작 등 제조창업활성화 지원 벤처,중소기업 제조창업활성화(메이커스페이스 지원)",api
20250624005400111127,TIPS(팁스) 프로그램,취업,창업지원,all,0,0,unknown,unknown,,,,always,중소벤처기업부,https://www.k-startup.go.kr/,"유망 기술창업기업의 사업화, 마케팅 자금 지원 창업기획자, 초기전문 VC 등 민간이 발굴한 유망 기술창업기업 지원 벤처 TIPS(팁스) 프로그램",api
20250624005400111124,방위산업 전문인력 양성 지원사업,취업,취업지원,기타,19,34,unknown,unknown,,,,always,국방기술진흥연구소,https://krit.re.kr/krit/contents.do?gotoMenuNo=02021100,"산업 현장의 수요에 기반한 전문인력 양성 및 청년 일자리 창출을 통해 방위산업의 발전 생태계 조성을 지원하는 사업 ○ (인력양성) 청년층 대상 방위산업 전문교육 운영 및 취업연계 지원 - (연구개발인력) 방위산업 계약학과 석·박사 학위과정 운영('25년 기준 국방우주 및 국방무인로봇·AI 분야 학과운영) - (실무·기능인력) 대졸미취업자 대상 방산 전문교육과정(6개월) 및 직업계고 학생 대상 기업맞춤형 방산 교육과정(120hr) 운영 중소기업,교육지원,맞춤형상담서비스 방위산업 전문인력 양성 지원사업",api
20250623005400111122,청년 기술평가체험단,취업,취업지원,all,0,0,job_seeking,unknown,,,,always,중소벤처기업부,https://www.kibo.or.kr/main/index.do,"청년구직자의 취업역량 제고와 중소기업에 대한 인식개선을 위해 중소기업 기술평가 현장 탐방 지원 기술보증기금 기업 평가 과정 체험 지원 벤처,중소기업 청년 기술평가체험단",api
20250623005400111121,기업인력애로센터,취업,취업지원,all,0,0,job_seeking,unknown,,,,always,중소벤처기업부,https://job.kosmes.or.kr/main/main.do,"구인애로 중소기업을 발굴하고 청년구직자와 취업매칭 기업인력애로센터를 통해 청년구직자의 중소기업 채용 정보 제공 벤처,중소기업 기업인력애로센터",api
20250623005400111120,벤처기업경쟁력강화사업,취업,교육훈련,all,0,0,unknown,unknown,,,,always,중소벤처기업부,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/SD0000010429,"우수한 벤처기업이 공동으로 청년 신규직원 채용 및 교육훈련 지원 (공동채용) 벤처기업 채용박람회, 기업탐방 등을 통해 청년 구직자와 벤처기업 채용 연계 (공동훈련) 신입직원 직무역량 강화 교육 중소기업 벤처기업경쟁력강화사업",api
20250623005400111119,스마트제조인력양성,취업,취업지원,all,0,0,unknown,unknown,,,,always,중소벤처기업부,,스마트공장 전문인력 양성 산학융합지구 내 대학 캠퍼스에 스마트랩을 구축·활용하여 스마트공장 핵심 분야 교육과정 운영 중소기업 스마트제조인력양성,api
20250623005400111117,기술사관 육성,취업,교육훈련,all,0,0,unknown,unknown,,,,always,중소벤처기업부,https://www.smes.go.kr/sanhakin/#w2xPath=/wqxml/cmn/menu/MAIN_new.xml&mainType=1,직업계고(2년) + 전문대(2년) 연계 교육을 통해 중소기업의 현장전문기술인력을 양성 직업계고(2년) + 전문대(2년) 연계 교육 중소기업 기술사관 육성,api
20250623005400111116,중소기업 계약학과,취업,취업지원,all,0,0,employed,unknown,,,,always,중소벤처기업부,https://www.smes.go.kr/sanhakin/#w2xPath=/wqxml/cmn/menu/intro.xml,중소기업 근로자 대상으로 산업계 수요를 반영한 학위과정 운영 중소기업 재직자 학위 과정 지원 중소기업 중소기업 계약학과,api
20250623005400111110,경력단절 예방 지원 강화,취업,취업지원,기타,0,0,unknown,unknown,,,,always,경력단절여성지원과,https://saeil.mogef.go.kr/hom/prevent/prevent01.do,"ㅇ 청년여성의 직업의식 제고 및 장기적 경력개발 설계 등을 통한 선제적 경력단절예방 지원 (구직준비지원) 대학생, 특성화고생 등 청년 구직여성 대상으로 경력개발 상담, 진로 지도, 직업의식 교육 등 취업 초기 지원 (경력단절예방지원) 청년 재직여성의 직장 적응 및 임식 육아 등에 따른 인사노무 상담, 복귀 지원 교육 등 경력유지 지원 교육지원 경력단절 예방 지원 강화",api
20250623005400111109,청년 등 기업가 대상 중소기업 법률 서비스 지원,취업,취업지원,기타,0,0,unknown,unknown,,,,always,상사법무과,https://9988law.com/startlaw,"지원단 변호사가 중소기업을 위한 법률서비스를 제공할 경우 법률지원단이 비용 일부 지원 2009년 1월부터 운영된 「9988 중소기업 법률지원단」과 2015년 4월부터 운영된 「창조경제혁신센터 법률지원단」이 2024년 6월부터 「법무부 중소기업 법률지원단」으로 통합되어 운영되고 있다. 이 지원단은 중소기업과 소상공인을 대상으로 법률자문과 소송지원을 제공하며, 일반 기업에는 자문 최대 100만 원, 소송 최대 200만 원까지 지원한다. 다만 2025년 6월 2일부터는 「1인 창조기업 육성에 관한 법률 시행령」 제2조 제3항에 따른 청년",api
20250623005400111103,대학창업펀드 조성,취업,창업지원,all,0,0,unknown,unknown,,,,always,지역인재정책관,http://install.kvic.or.kr,"초기 대학 창업기업에 자금을 공급하여 대학창업기업의 사업화 기반 마련 및 경쟁력 있는 기업으로 성장 지원 정부는 벤처투자 모태조합(모펀드)을 통해 대학창업펀드(자펀드)에 출자, 대학 등은 약정비율에 따라 출자하여 펀드를 조성하여 대학의 우수 창업기업에 중점투자 벤처 대학창업펀드 조성",api
20250621005400111102,현장실습 지원,취업,교육훈련,all,0,0,unknown,unknown,,,,always,농림축산식품부,www.foodpolis.kr,"대학(원)생을 대상으로 동·하계, 학기·학년제, 석·박사 학위연수 등 장·단기 현장실습 교육을 지원하여 청년식품 인력 육성 참여학생 학습단계 및 니즈에 따라 다양한 현장실습 교육을 지원 교육지원 현장실습 지원",api
20250621005400111101,청년식품 창업성장 지원,취업,창업지원,all,19,39,unknown,unknown,,,,always,농림축산식품부,,"식품분야 청년 예비·초기 창업자를 대상으로 전문교육, 시제품 제작 기회를 제공하여 창업 생태계 활성화 및 기술사업화 촉진 식품분야 청년 예비·초기 창업자 대상 전문교육, 시제품 제작, 투자유치 및 판로 등 창업·사업화 지원 인턴,교육지원 청년식품 창업성장 지원",api
20250621005400111097,청년창업농장학금지원,취업,창업지원,all,0,39,student,unknown,,2025-01-01,2025-12-31,closed,농림축산식품부,www.rhof.or.kr,"졸업 후 농식품분야 취·창업 희망 대학생에게 장학금을 지원하여 농업분야 우수 후계인력 육성 ㅇ졸업 후 농림축산식품분야 취·창업을 조건으로 대학생에게 장학금 지원 ㅇ학기당 등록금 전액 + 학업장려금 250만원 ㅇ(의무종사) 졸업 후 수혜횟수(학기)×6개월 동안 농림축산식품산업 분야에 취업 또는 창업 유지 보조금,교육지원 청년창업농장학금지원",api
20250621005400111092,선임대후매도,취업,주거지원,all,18,39,unknown,renting,농업외소득 37백만원 미만,2025-01-01,2025-12-31,closed,한국농어촌공사,www.fbo.or.kr,"농지 구입자금이 부족한 청년농에게 농지 확보 기회 제공 농지 확보에 어려움을 겪고 있는 청년농을 대상으로 농지 수요에 맞는 농지 매입 후 청년농에게 매도를 목적으로 조건부 임대(최장 30년)하여 농지 매입대금 완납 시 소유권 이전 대출,보조금,바우처 선임대후매도",api
20250621005400111091,공공임대용 농지매입,취업,주거지원,all,0,64,unknown,renting,농업외소득 37백만원 미만,2025-01-01,2025-12-31,closed,한국농어촌공사,www.fbo.or.kr,"농지은행이 농지를 매입하여 청년농 등에 낮은 임대료로 임대 고령, 은퇴농 등의 농지를 농어촌공사가 매입하여 영농활동을 하려고 하는 청년농 등에게 장기 임대 지원 대출,보조금,바우처 공공임대용 농지매입",api
20250620005400111087,직업계고 채용연계형 직무교육과정 지원,취업,교육훈련,all,17,20,job_seeking,unknown,,2025-03-01,2026-02-28,closed,인력개발사업단(대한),https://hi.korchamhrd.net/,고졸 구직자 선호 직무와 기업이 기대하는 고졸 적합직무의 균형을 갖춘 내실있는 직무교육을 통해 구인난·구직난 동시 해소 - 일자리 중심 특화교육과정 개발 · 운영으로 실무 역량 제고 - 참여기업 대상 채용 연계 - 기업현장교육과정 개발 및 제공을 통해 전문직업인으로의 성장 지원 등 교육지원 직업계고 채용연계형 직무교육과정 지원,api
20250619005400111080,직업계고 학생 현장실습 내실화,취업,취업지원,all,16,19,student,unknown,,2025-03-01,2026-02-28,closed,한국장학재단,https://portal.kosaf.go.kr/CO/jcAction.do,"괜찮은 현장실습 기회 발굴과 참여자 지원을 통해 내실 있는 현장실습 운영 및 참여 활성화 추진 직업계고 현장실습처 발굴·확대, 중앙취업지원센터 운영, 취업지원관 확대 배치 등 현장실습 내실화 중소기업 직업계고 학생 현장실습 내실화",api
20250619005400211076,2025년 1차 경기도 청년면접수당 모집,취업,면접지원,all,18,39,job_seeking,unknown,,2025-06-18,2025-07-18,closed,경기도,https://apply.jobaba.net/bsns/bsnsDetailView.do?bsnsSeq=4487,"경기도 청년의 적극적 구직활동을 지원하고자 「경기도 청년 면접수당」 지원 대상자를 아래와 같이 모집 공고 합니다. ○ 지원내용: 연간 1인 면접 1회 당 5만원, 최대 50만원 지역화폐 지원 ○ 지급방법: 신청서 내 선택한 이용 지역의 경기도 지역화폐로 지급 보조금 2025년 1차 경기도 청년면접수당 모집",api
20250618005400211022,2025년 울산광역시 남구 청년도전 지원사업(단기·중기),취업,취업지원,기타,19,39,job_seeking,unknown,,2025-07-07,2025-11-23,closed,행정경제국,https://www.ulsan1.kr/busi/busi09.php#form,"구직단념 청년을 발굴·모집하여 사회활동 참여의욕 고취 및 맞춤형 프로그램 제공 ○사업명: 2025년 울산 남구 청년도전 지원사업 프로그램(단기·중기) ○신청기간: 상시(선착순 마감) ○참여기간: 2025. 7. 7. ~ 11. 23.(20주) ○ 모집대상: 구직단념청년 등 ※ 최근 6개월 이내 취업경력과 직업훈련 경험이 없는 만 19세~39세 청년 ○지원규모: 72명 ○지원내용: 맞춤형 프로그램(밀착상담, 취업역량강화 등), 구직지원금 최대 350만(교육 이수시) ○운영기관: (주)좋은일자리 ☎052-944-3500 장기미취업청년,",api
20250618005400111000,디지털 스타트업 허브 조성,취업,취업지원,기타,0,0,unknown,unknown,,2025-01-01,2025-12-31,closed,과학기술정보통신부,,국내 혁신기술 스타트업과 해외 주요국 스타트업간 조인트벤처 추진 및 성장지원을 위한 디지털 스타트업 허브 구축 글로벌 디지털 스타트업 허브 구축 내 국내외 혁신기술 스타트업 간 기술매칭형 조인트벤처(JV) 추진·성장 지원 등 개방적 혁신 창업 생태계 조성 및 글로벌 디지털 경쟁력 강화 해외진출 디지털 스타트업 허브 조성,api
20250617005400110962,K-Shield 주니어 15기 정규과정,취업,교육훈련,all,19,34,unknown,unknown,,2025-07-21,2025-10-27,closed,한국인터넷진흥원,https://academy.kisa.or.kr/edu/apply/applyEduDetail.do?APPLY=04&SQ=9886,"사이버보안 분야 입문 및 진출을 희망하는 청년 대상 정보보호 기초 교육(80시간 이상)과 직무 교육(300시간 이상) 운영 학업장려금 지급, 우수 수료생 해외연수, 교육과정 수료생 대상 취업지원(인턴십 연계 등) 교육지원 K-Shield 주니어 15기 정규과정",api
20250613005400110925,1인 미디어 창작자 및 스타트업 지원,취업,창업지원,기타,0,0,unknown,unknown,,2025-01-01,2025-12-31,closed,한국전파진흥협회,www.meplex.co.kr,"1인 미디어 창작자의 콘텐츠 제작 및 창업 활성화를 위한 스튜디오 운영, 인력 양성 등 지원 1. 1인 미디어 콤플렉스 시설 운영 - 스타트업 입주공간(40개) 제공 및 특화 제작 스튜디오(7식) 운영(상시) - 대상 : 크리에이터 미디어 기반의 창업 5년 이내 초기 창업기업(스타트업) - 내용 : 독립형 전용 사무공간 및 부대시설, 최신식 크리에이터 미디어 콘텐츠 전문 스튜디오 이용 2. 2025년 전업 크리에이터 육성 사업 - 대상 : 전업 창작자로서 성장을 희망하는 콘텐츠 크리에이터 65팀 - 내용 : 채널 지식재산권(IP) ",api
20250613005400110922,유망청년창업기업 보증,취업,창업지원,all,17,39,unknown,unknown,,0001-01-01,2029-12-31,open,신용보증기금,https://www.kodit.co.kr/apps/index.do,"유망청년창업기업의 성장을 위한 우대보증 지원 보증한도 우대, 보증비율 우대(90-100%), 보증료율 우대(고정보증료율 0.3%) 중소기업,대출 유망청년창업기업 보증",api
20250612005400110918,현장실습 지원금,취업,취업지원,all,17,19,unknown,unknown,,2025-03-01,2026-05-31,open,고졸취업지원부,https://www.kosaf.go.kr/ko/scholar.do?pg=scholarship_submain02,고졸 기술·기능 인재가 사회초기 안정적으로 정착할 수 있도록 현장실습 참여 수당 지원 산업체 채용형 현장실습 이수 일수당 6만원(최대 360만원) 지급 ※ 2025학년도 고교 취업연계 장려금(현장실습 지원금) 업무처리기준 참고 교육지원 현장실습 지원금,api
20250612005400110917,경상이 의무복무 제대군인 취업지원 사업,취업,취업지원,all,18,34,unknown,unknown,,,,always,제대군인국,https://vnet.go.kr/,"의무복무 제대군인 중 경상이자*에게 제대군인지원센터를 통한 취업서비스 지원 * 전(공)상을 입고 전역한 의무복무 제대군인 중 보훈대상으로 등록하였으나 등급기준에 해당되지 않은 경상이자 □ 지원조건 "" 전역 후 3년 이내 □ 무복무 제대군인 중 경상이자에게 제대군인지원센터를 통한 취업서비스 지원 - 취업상담/알선 : 전담 상담사 1:1 배정·관리, 구직스킬 향상(이력서 작성, 면접 등), 채용정보 제공 및 채용추천, 동행 면접, 취·창업 워크숍 등 - 사이버교육 : 1인당 12과목 이내(월 3과목 이내) 수강지원 * 기술 습득, 자격",api
20250612005400110914,고교 취업연계 장려금,취업,취업지원,all,17,21,unknown,unknown,,2025-03-01,2025-05-31,closed,고졸취업지원부,https://www.kosaf.go.kr/ko/scholar.do?pg=scholarship_submain02,고졸 기술·기능 인재가 사회초기 안정적으로 정착할 수 있도록 취업연계 장려금 지원 중소·중견 기업 재직기간에 따라 1인 500만원 분할 지급 - (1차) 사업기준일(2025.10.1.)로 부터 1년 이내 3개월 재직 시 200만원 지급 (2차) 사업기준일(2025.10.1.)로 부터 30개월 이내 추가 9개월(총 1년) 재직 시 300만원 추가 지급 중소기업 고교 취업연계 장려금,api
20250612005400110913,희망사다리장학금 2유형(고졸 후학습자),취업,취업지원,all,0,0,unknown,unknown,,2025-01-01,2025-12-31,closed,지역인재정책관,,'고교졸업 후 대학진학' 일변도로 인한 과잉학력 및 청년일자리 구조적 문제 해소 휘한 선취업-후학습 활성화 대한민국 국적자로 고등학교 졸업 후 재직 중 진학하여 재학 중인 자 등에게 (장학금) 정규학기(계절학기 제외) 등록금 지원 (중소·중견기업 재직: 전액) (비영리기관·대기업 재직: 50%) 보조금 희망사다리장학금 2유형(고졸 후학습자),api
20250612005400110912,희망사다리장학금 1유형(중소기업 취업연계),취업,취업지원,all,0,0,job_seeking,unknown,,2025-01-01,2025-12-31,closed,지역인재정책관,,"기업 인력수요와 고학력 구직자 간 미스매치 완하를 위해 중소·중견기업 등 취업 희망 대학생에 인센티브 지원 대한민국 국적자로 대학 3학년 이상, 전문대학 2학년 이상 재학중인 대학생 중 중소·중견기업 취업 또는 창업을 희망하는 자에게 등록금 및 취창업장려금 지원 중소기업,보조금 희망사다리장학금 1유형(중소기업 취업연계)",api
20250610005400110903,첨단분야 글로벌 인재육성(한미첨단분야청년교류지원),취업,취업지원,기타,0,0,unknown,unknown,,,,always,산업통상자원부,https://www.youtube.com/watch?v=Scz6WHZD3wg,"이공계 인재를 美주요 대학에 파견하여 첨단산업 분야의 기술, 경험 습득 기회를 제공하고, 글로벌 인재로 육성 6개월 또는 1년 교환학생 장학금 지급 및 첨단산업 체험프로그램 참여지원 교육지원 첨단분야 글로벌 인재육성(한미첨단분야청년교류지원)",api
20250610005400110901,바이오 인력양성,취업,교육훈련,기타,0,0,unknown,unknown,,,,always,산업통상자원부,,"바이오분야 인력수급 불균형 해소와 현장형 실무교육을 통한 전문인력 양성 등 청년 일자리연계 지원 및 바이오 산업 활성화 기반마련 - 바이오제품 생산 품질관리 및 바이오의약, 화학 분야 전문교육 - 현장형 기술인력 양성을 위한 실습 융합 교육 프로그램 운영 - 바이오업계 인력수급 실태조사 및 직무정보 구축등 취업연계 지원 교육지원 바이오 인력양성",api
20250610005400110900,지역전문가 양성 및 공급,취업,취업지원,기타,0,0,unknown,unknown,,,,always,산업통상자원부,,"중소, 중견기업의 수출시장 확대지원 및 전략적시장 진출을 위해 글로벌 지역별 필수 역량을 갖춘 무역전문인력 양성 및 공급 ㅇ전략지역별 언어, 관습, 문화 등 지역전문지식과 무역실무, 전자상거래, 해외마케팅 등 무역역량을 겸비한 인재양성 ㅇ 산업부(주관기관) - 한국무역협회(보조기관) - 대학(사업참여) - 산학협력업체(현장실습) 교육지원 지역전문가 양성 및 공급",api
20250609005400110889,국가 중점육성분야 산업지원인력 지원 확대,취업,취업지원,기타,19,35,unknown,unknown,,,,always,병무청,https://www.mma.go.kr/contents.do?mc=mma0000760,국가 중점육성분야에 산업지원인력 편입 인원을 확대하고 복무만료 후에도 계속 취업과 연계되는 지속가능한 청년 일자리 지원 - 국가 중점육성분야 병역지정업체 선정 및 인원배정 확대 - 병역지정업체와 병역의무자 취업매칭 서비스 강화로 상생적 취업환경 조성 - 산업지원인력 권익침해 예방활동 강화 맞춤형상담서비스 국가 중점육성분야 산업지원인력 지원 확대,api
20250624005400111133,창업중심대학 지원,취업,창업지원,all,0,0,unknown,unknown,,,,always,중소벤처기업부,https://www.k-startup.go.kr/,창업역량이 우수한 대학을 선정하여 창업기업 지원 창업기업 대상 사업화자금 및 성장프로그램 지원 벤처 창업중심대학 지원,api
20250624005400111126,범부처 창업경진대회,취업,창업지원,all,0,0,unknown,unknown,,,,always,중소벤처기업부,,"유망 (예비)창업자 발굴 지원 및 도전적인 창업 분위기 확산 부처별 예선리그를 통과한 우수창업자를 대상으로 통합본선 및 왕중왕전 개최 중소기업,벤처 범부처 창업경진대회",api
